_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
243,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200503,29318,28851,0.1,1.62,29028
244,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200504,29344,28801,0.09,1.89,29073
245,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200505,29356,28769,0.04,2.04,29122
246,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200506,29326,28747,-0.1,2.01,29170
247,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200507,29396,28874,0.24,1.81,29213
248,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200508,29533,28968,0.47,1.95,29261
249,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200509,29681,29028,0.5,2.25,29315
250,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200510,29740,29025,0.2,2.46,29375
251,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200511,29832,29105,0.31,2.5,29435
252,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2005,200512,29882,29182,0.17,2.4,29493
253,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200401,28760,27740,-0.13,3.68,28300
254,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200402,28826,27786,0.23,3.74,28387
255,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200403,28851,27894,0.09,3.43,28467
256,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200404,28801,27945,-0.17,3.06,28538
257,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200405,28769,27968,-0.11,2.86,28605
258,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200406,28747,28101,-0.08,2.3,28659
259,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200407,28874,28192,0.44,2.42,28716
260,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200408,28968,28411,0.33,1.96,28762
261,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200409,29028,28510,0.21,1.82,28805
262,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200410,29025,28555,-0.01,1.65,28844
263,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200411,29105,28685,0.28,1.46,28879
264,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2004,200412,29182,28798,0.26,1.33,28911
265,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200301,27740,27111,-0.01,2.32,27444
266,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200302,27786,27122,0.17,2.45,27499
267,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200303,27894,27142,0.39,2.77,27562
268,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200304,27945,27203,0.18,2.73,27624
269,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200305,27968,27235,0.08,2.69,27685
270,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200306,28101,27306,0.48,2.91,27751
271,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200307,28192,27445,0.32,2.72,27813
272,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200308,28411,27500,0.78,3.31,27889
273,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200309,28510,27580,0.35,3.37,27967
274,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200310,28555,27628,0.16,3.36,28044
275,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200311,28685,27680,0.46,3.63,28128
276,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2003,200312,28798,27744,0.39,3.8,28215
277,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200201,27111,26744,-0.5,1.37,26915
278,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200202,27122,26725,0.04,1.49,26948
279,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200203,27142,26724,0.07,1.56,26983
280,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200204,27203,26747,0.22,1.7,27021
281,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200205,27235,26737,0.12,1.86,27063
282,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200206,27306,26810,0.26,1.85,27104
283,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200207,27445,26759,0.51,2.56,27161
284,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200208,27500,26810,0.2,2.57,27219
285,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200209,27580,27009,0.29,2.11,27266
286,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200210,27628,27135,0.17,1.82,27307
287,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200211,27680,27169,0.19,1.88,27350
288,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2002,200212,27744,27246,0.23,1.83,27391
289,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200101,26744,27373,-0.25,-2.3,26993
290,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200102,26725,27255,-0.07,-1.94,26949
291,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200103,26724,27167,0,-1.63,26912
292,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200104,26747,27098,0.09,-1.3,26883
293,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200105,26737,27069,-0.04,-1.23,26855
294,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200106,26810,27003,0.27,-0.71,26839
295,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200107,26759,26944,-0.19,-0.69,26824
296,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200108,26810,26940,0.19,-0.48,26813
297,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200109,27009,26995,0.74,0.05,26814
298,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200110,27135,27001,0.47,0.5,26825
299,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200111,27169,26889,0.13,1.04,26848
300,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2001,200112,27246,26811,0.28,1.62,26885
301,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200001,27373,,0.02,,27373
302,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200002,27255,,-0.43,,27314
303,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200003,27167,,-0.32,,27265
304,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200004,27098,,-0.25,,27223
305,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200005,27069,,-0.11,,27192
306,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200006,27003,,-0.24,,27161
307,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200007,26944,,-0.22,,27130
308,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200008,26940,27193,-0.01,-0.93,27106
309,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200009,26995,27443,0.2,-1.63,27094
310,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200010,27001,27416,0.02,-1.51,27085
311,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200011,26889,27438,-0.41,-2,27067
312,Altersgruppen,Berufsschulpflichtige (15 bis 17 Jahre),2000,200012,26811,27367,-0.29,-2.03,27045
313,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202501,1123627,1109648,0,1.26,1117343
314,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202502,1124535,1111184,0.08,1.2,1118456
315,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202503,1124653,1112037,0.01,1.13,1119507
316,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202504,1124565,1113707,-0.01,0.97,1120412
317,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202505,1124749,1114876,0.02,0.89,1121235
318,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202506,1124646,1115414,-0.01,0.83,1122004
319,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202507,1124412,1115715,-0.02,0.78,1122729
320,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202508,1123718,1114894,-0.06,0.79,1123464
321,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202509,,1117268,,,
322,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202510,,1121721,,,
323,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202511,,1124088,,,
324,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2025,202512,,1123586,,,
325,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202401,1109648,1110451,-0.08,-0.07,1106573
326,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202402,1111184,1111042,0.14,0.01,1106585
327,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202403,1112037,1111309,0.08,0.07,1106645
328,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202404,1113707,1111973,0.15,0.16,1106790
329,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202405,1114876,1100116,0.1,1.34,1108020
330,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202406,1115414,1100453,0.05,1.36,1109267
331,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202407,1115715,1101069,0.03,1.33,1110487
332,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202408,1114894,1100958,-0.07,1.27,1111649
333,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202409,1117268,1103703,0.21,1.23,1112779
334,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202410,1121721,1108012,0.4,1.24,1113921
335,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202411,1124088,1110101,0.21,1.26,1115087
336,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2024,202412,1123586,1110491,-0.04,1.18,1116178
337,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202301,1110451,1088969,0.07,1.97,1102708
338,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202302,1111042,1089802,0.05,1.95,1104478
339,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202303,1111309,1096756,0.02,1.33,1105691
340,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202304,1111973,1100498,0.06,1.04,1106647
341,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202305,1100116,1102201,-1.07,-0.19,1106473
342,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202306,1100453,1103144,0.03,-0.24,1106249
343,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202307,1101069,1104434,0.06,-0.3,1105969
344,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202308,1100958,1099617,-0.01,0.12,1106081
345,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202309,1103703,1101754,0.25,0.18,1106243
346,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202310,1108012,1106032,0.39,0.18,1106408
347,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202311,1110101,1108154,0.19,0.18,1106570
348,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2023,202312,1110491,1109655,0.04,0.08,1106640
349,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202201,1088969,1088889,0.06,0.01,1088695
350,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202202,1089802,1089252,0.08,0.05,1088741
351,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202203,1096756,1088410,0.64,0.77,1089436
352,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202204,1100498,1088744,0.34,1.08,1090416
353,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202205,1102201,1088262,0.15,1.28,1091577
354,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202206,1103144,1087876,0.09,1.4,1092850
355,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202207,1104434,1087936,0.12,1.52,1094225
356,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202208,1099617,1087092,-0.44,1.15,1095268
357,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202209,1101754,1089991,0.19,1.08,1096249
358,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202210,1106032,1089316,0.39,1.53,1097642
359,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202211,1108154,1090166,0.19,1.65,1099141
360,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2022,202212,1109655,1088325,0.14,1.96,1100918
361,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202101,1088889,1089877,0,-0.09,1087872
362,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202102,1089252,1090384,0.03,-0.1,1087778
363,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202103,1088410,1089872,-0.08,-0.13,1087656
364,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202104,1088744,1089436,0.03,-0.06,1087599
365,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202105,1088262,1087240,-0.04,0.09,1087684
366,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202106,1087876,1086138,-0.04,0.16,1087829
367,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202107,1087936,1085580,0.01,0.22,1088025
368,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202108,1087092,1084686,-0.08,0.22,1088225
369,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202109,1089991,1085325,0.27,0.43,1088614
370,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202110,1089316,1088419,-0.06,0.08,1088689
371,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202111,1090166,1089625,0.08,0.05,1088734
372,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2021,202112,1088325,1088874,-0.17,-0.05,1088688
373,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202001,1089877,1076055,0.05,1.28,1082575
374,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202002,1090384,1076685,0.05,1.27,1083716
375,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202003,1089872,1076991,-0.05,1.2,1084790
376,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202004,1089436,1079311,-0.04,0.94,1085634
377,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202005,1087240,1079149,-0.2,0.75,1086308
378,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202006,1086138,1079847,-0.1,0.58,1086832
379,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202007,1085580,1080288,-0.05,0.49,1087273
380,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202008,1084686,1079911,-0.08,0.44,1087671
381,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202009,1085325,1083035,0.06,0.21,1087862
382,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202010,1088419,1087568,0.29,0.08,1087933
383,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202011,1089625,1088928,0.11,0.06,1087991
384,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2020,202012,1088874,1089307,-0.07,-0.04,1087955
385,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201901,1076055,1063318,0.02,1.2,1069839
386,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201902,1076685,1064111,0.06,1.18,1070982
387,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201903,1076991,1064864,0.03,1.14,1072084
388,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201904,1079311,1066083,0.22,1.24,1073287
389,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201905,1079149,,-0.02,,1073775
390,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201906,1079847,1067388,0.06,1.17,1074814
391,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201907,1080288,1067632,0.04,1.19,1075868
392,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201908,1079911,1067559,-0.03,1.16,1076898
393,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201909,1083035,1069697,0.29,1.25,1078009
394,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201910,1087568,1073335,0.42,1.33,1079195
395,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201911,1088928,1075715,0.13,1.23,1080296
396,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2019,201912,1089307,1075787,0.03,1.26,1081423
397,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201801,1063318,1081964,-0.05,-1.72,1075805
398,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201802,1064111,1081888,0.07,-1.64,1074323
399,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201803,1064864,1082606,0.07,-1.64,1072845
400,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201804,1066083,1083870,0.11,-1.64,1071362
401,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201805,,1084545,,,
402,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201806,1067388,1084256,,-1.56,1068631
403,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201807,1067632,1081951,0.02,-1.32,1067329
404,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201808,1067559,1076223,-0.01,-0.81,1066541
405,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201809,1069697,1068707,0.2,0.09,1066631
406,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201810,1073335,1070527,0.34,0.26,1066886
407,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201811,1075715,1067958,0.22,0.73,1067592
408,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2018,201812,1075787,1063806,0.01,1.13,1068681
409,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201701,1081964,1068279,0.07,1.28,1076002
410,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201702,1081888,1069729,-0.01,1.14,1077015
411,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201703,1082606,1070196,0.07,1.16,1078049
412,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201704,1083870,1071786,0.12,1.13,1079056
413,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201705,1084545,1072596,0.06,1.11,1080052
414,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201706,1084256,1073250,-0.03,1.03,1080969
415,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201707,1081951,1074948,-0.21,0.65,1081553
416,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201708,1076223,1074965,-0.53,0.12,1081658
417,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201709,1068707,1077401,-0.7,-0.81,1080933
418,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201710,1070527,1081521,0.17,-1.02,1080017
419,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201711,1067958,1082497,-0.24,-1.34,1078805
420,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2017,201712,1063806,1081168,-0.39,-1.61,1077358
421,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201601,1068279,1045967,0.14,2.13,1057183
422,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201602,1069729,1046694,0.14,2.2,1059102
423,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201603,1070196,1048534,0.04,2.07,1060908
424,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201604,1071786,1050164,0.15,2.06,1062709
425,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201605,1072596,1051606,0.08,2,1064459
426,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201606,1073250,1053302,0.06,1.89,1066121
427,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201607,1074948,1054514,0.16,1.94,1067824
428,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201608,1074965,1055896,0,1.81,1069413
429,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201609,1077401,1060065,0.23,1.64,1070858
430,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201610,1081521,1064318,0.38,1.62,1072291
431,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201611,1082497,1066051,0.09,1.54,1073662
432,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2016,201612,1081168,1066771,-0.12,1.35,1074861
433,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201501,1045967,1027343,0.13,1.81,1037339
434,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201502,1046694,1028423,0.07,1.78,1038862
435,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201503,1048534,1030238,0.18,1.78,1040386
436,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201504,1050164,1031748,0.16,1.78,1041921
437,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201505,1051606,1032882,0.14,1.81,1043481
438,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201506,1053302,1033604,0.16,1.91,1045123
439,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201507,1054514,1034913,0.12,1.89,1046756
440,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201508,1055896,1036156,0.13,1.91,1048401
441,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201509,1060065,1040022,0.39,1.93,1050071
442,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201510,1064318,1044055,0.4,1.94,1051760
443,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201511,1066051,1045456,0.16,1.97,1053476
444,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2015,201512,1066771,1044603,0.07,2.12,1055324
445,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201401,1027343,1009187,0.07,1.8,1018899
446,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201402,1028423,1009813,0.11,1.84,1020450
447,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201403,1030238,1010523,0.18,1.95,1022093
448,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201404,1031748,1013230,0.15,1.83,1023636
449,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201405,1032882,1014034,0.11,1.86,1025206
450,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201406,1033604,1015378,0.07,1.79,1026725
451,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201407,1034913,1017159,0.13,1.75,1028205
452,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201408,1036156,1017976,0.12,1.79,1029720
453,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201409,1040022,1021827,0.37,1.78,1031236
454,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201410,1044055,1025905,0.39,1.77,1032749
455,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201411,1045456,1026943,0.13,1.8,1034291
456,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2014,201412,1044603,1026655,-0.08,1.75,1035787
457,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201301,1009187,989699,0.05,1.97,1000584
458,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201302,1009813,990721,0.06,1.93,1002175
459,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201303,1010523,992129,0.07,1.85,1003708
460,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201304,1013230,994121,0.27,1.92,1005300
461,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201305,1014034,998203,0.08,1.59,1006620
462,Altersgruppen,Erwerbsfähige (15 bis 64 Jahre),2013,201306,1015378,997250,0.13,1.82,1008130
